genes baseMean log2FoldChange lfcSE stat pvalue padj V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12
XM_060738906.1 8.58039857145037 -2.95628307127727 0.669029481237942 -4.41876352863718 9.92671874127883e-6 0.0111929958007132 sp|P51910|APOD_MOUSE 37.87 169 97 4 192 698 26 186 7.46e-32 118
XM_060739697.1 26.1777266259768 7.92394910402409 1.54323730894959 5.13462774524132 2.82703019381638e-7 5.66693908073792e-4 sp|Q6DIS8|LZTS2_XENTR 27.778 522 276 16 137 1441 165 672 3.33e-25 117
XM_060741668.1 10.9291493234043 -6.97207671454642 1.46132620889296 -4.77106115808884 1.83257882283706e-6 0.00293822415969378 sp|P97872|FMO5_MOUSE 43.434 495 273 5 88 1560 4 495 1.32e-141 429
XM_060742410.1 9.04423322885839 -23.056121867919 2.93440671445867 -7.85716640924887 3.92920694272114e-15 1.57526272119182e-11 sp|P34611|NCL1_CAEEL 23.684 266 171 1 378 1079 132 397 1.79e-24 114
XM_060742410.1 9.04423322885839 -23.056121867919 2.93440671445867 -7.85716640924887 3.92920694272114e-15 1.57526272119182e-11 sp|P34611|NCL1_CAEEL 36.364 341 193 9 1845 2840 502 827 5.81e-57 216
XM_060748978.1 438.52664086426 -1.24682894179114 0.313120006742766 -3.98195233438225 6.83514895759527e-5 0.0411043074479921 sp|D3ZQL6|MILK1_RAT 56.075 107 47 0 53 373 1 107 4.05e-32 141
XM_060750272.1 1610.64690712158 -1.00751708895828 0.248104135551781 -4.06086374464323 4.88915002234434e-5 0.0315018412689693 sp|Q02224|CENPE_HUMAN 46.189 433 216 8 98 1363 1 427 1.11e-98 361
XM_060750708.1 7.35165315042553 21.8520243728323 2.9345985262746 7.446342038675 9.5963813211652e-14 2.66351254484833e-10 sp|Q9CQ02|COMD4_MOUSE 61.111 198 77 0 19 612 1 198 1.7e-85 261
XM_060751036.1 14.8513474070677 -8.79856462838767 2.07298367846881 -4.24439648019161 2.19182521413719e-5 0.0197713593441245 sp|P81274|GPSM2_HUMAN 57.515 652 233 13 85 1923 4 650 0 720
XM_060752169.1 5.79858647148003 -22.446544316326 2.93516124426013 -7.64746548770413 2.04979236423502e-14 6.72369164421162e-11 sp|P12815|PDCD6_MOUSE 67.665 167 54 0 121 621 24 190 4.01e-77 257
XR_009623788.1 373.261929415435 -0.520431654280544 0.132650315477364 -3.92333521716618 8.73315046695461e-5 0.0463396375218612 sp|Q9BSU1|PHAF1_HUMAN 53.684 95 35 1 44 328 322 407 3.94e-24 108
XR_009624468.1 169.882415607801 26.2337338743135 2.93312063147573 8.94396691114427 3.75445003340303e-19 6.94625293714687e-15 sp|P07607|TYSY_MOUSE 69.9 299 90 0 219 1115 9 307 1.96e-153 454
XR_009628752.1 32.0901173962147 -24.6145716007184 2.93343563447903 -8.39103858676956 4.8186613294143e-17 4.34667345219817e-13 sp|Q5NVI9|DNJA1_PONAB 65.835 401 128 4 163 1356 1 395 3.79e-143 444
